applicant_id,age,gender,region,education,employment,employment_years,monthly_income,loan_amount,loan_duration,interest_rate,loan_purpose,credit_score,dependents,previous_loans,repayment_history,collateral,debt_to_income_ratio,loan_status
101391,21,Male,Sub-Saharan Africa,Graduate,Self-employed,19,23852,54686,6,21.83,Business,688,0,2,Average,No,0.191,0
101392,47,Female,South Asia,Postgraduate,Self-employed,7,14374,103602,36,15.5,Business,623,5,3,Good,No,0.601,0
101393,53,Female,Latin America,Primary,Small Business,9,43658,60617,24,20.46,Housing,433,4,2,Average,No,0.116,1
101394,49,Female,South Asia,Graduate,Self-employed,26,22334,47042,6,25.27,Business,638,4,5,Good,Yes,0.176,1
101395,56,Female,Southeast Asia,Primary,Small Business,28,47757,26737,36,26.13,Business,400,5,1,Good,No,0.047,1
101396,62,Female,Latin America,Graduate,Self-employed,22,27418,69959,6,16.63,Business,542,4,1,Good,No,0.213,0
101397,25,Female,Sub-Saharan Africa,Graduate,Self-employed,19,35319,33815,24,14.51,Education,304,1,5,Good,Yes,0.08,0
101398,49,Female,Southeast Asia,Graduate,Self-employed,5,41817,131994,36,17.2,Business,710,0,3,Poor,No,0.263,1
101399,29,Male,Latin America,Secondary,Farmer,16,37628,140910,18,15.26,Education,419,1,4,Good,No,0.312,0
101400,55,Male,South Asia,Postgraduate,Self-employed,14,13727,141726,36,23.65,Business,720,0,3,Poor,Yes,0.86,1
101401,25,Female,South Asia,Secondary,Small Business,27,42747,22844,24,27.37,Medical,412,5,5,Good,Yes,0.045,1
101402,56,Female,Sub-Saharan Africa,Secondary,Farmer,13,11375,92352,24,17.1,Education,708,3,2,Good,Yes,0.677,1
101403,59,Male,Latin America,Primary,Self-employed,2,48342,22535,24,17.04,Business,723,3,3,Poor,No,0.039,1
101404,55,Female,Sub-Saharan Africa,Graduate,Farmer,21,24918,6883,18,23.31,Business,686,3,0,Poor,Yes,0.023,0
101405,34,Female,Latin America,Primary,Farmer,20,38463,141789,36,22.95,Housing,579,4,2,Average,Yes,0.307,0
101406,22,Male,Southeast Asia,Primary,Salaried,17,22552,64325,18,18.98,Education,375,4,4,Good,No,0.238,0
101407,27,Female,South Asia,Graduate,Salaried,8,35589,54274,6,17.03,Education,807,0,0,Good,Yes,0.127,0
101408,35,Male,Southeast Asia,Graduate,Salaried,20,8799,39454,6,19.69,Medical,312,4,2,Good,Yes,0.374,1
101409,32,Female,Latin America,Graduate,Self-employed,4,37210,137311,6,23.24,Housing,303,0,2,Poor,Yes,0.308,1
101410,58,Male,Southeast Asia,Graduate,Self-employed,7,24479,30746,36,18.63,Housing,497,4,0,Average,No,0.105,1
101411,51,Female,South Asia,Primary,Small Business,29,16361,126858,12,25.9,Housing,333,2,3,Good,No,0.646,1
101412,60,Male,South Asia,Secondary,Salaried,0,20226,16743,24,22.72,Business,414,2,3,Good,No,0.069,1
101413,29,Male,Sub-Saharan Africa,Secondary,Farmer,14,20913,138851,36,22.48,Medical,772,4,5,Average,Yes,0.553,0
101414,42,Male,Southeast Asia,Primary,Salaried,10,23606,58507,12,23.2,Business,837,2,0,Good,No,0.207,1
101415,50,Female,Sub-Saharan Africa,Secondary,Farmer,14,13971,97558,12,26.7,Agriculture,772,2,2,Poor,No,0.582,1
101416,63,Male,Sub-Saharan Africa,Secondary,Farmer,22,49328,56087,6,17.96,Medical,841,5,5,Good,No,0.095,0
101417,58,Female,Latin America,Graduate,Farmer,27,14860,28794,36,19.5,Housing,842,1,5,Good,No,0.161,0
101418,44,Male,Southeast Asia,Graduate,Farmer,17,35411,134255,12,13.28,Business,743,1,4,Good,No,0.316,0
101419,48,Male,South Asia,Secondary,Small Business,6,27210,99357,12,16.47,Education,451,0,5,Poor,No,0.304,1
101420,36,Male,Sub-Saharan Africa,Graduate,Farmer,4,21122,144997,12,17.01,Education,668,5,5,Good,Yes,0.572,0
101421,37,Male,Sub-Saharan Africa,Secondary,Salaried,19,11404,149316,36,27.86,Medical,595,2,4,Good,No,1.091,0
101422,35,Female,Sub-Saharan Africa,Primary,Farmer,20,20988,44356,36,18.6,Housing,381,4,0,Average,No,0.176,0
101423,32,Male,Sub-Saharan Africa,Secondary,Self-employed,29,35795,63442,24,15.01,Education,685,0,1,Good,Yes,0.148,0
101424,53,Male,Sub-Saharan Africa,Graduate,Salaried,20,9956,28599,12,26.99,Housing,602,2,0,Good,No,0.239,1
101425,48,Female,South Asia,Graduate,Farmer,22,49915,14779,24,19.05,Medical,636,2,3,Poor,No,0.025,0
101426,24,Female,Sub-Saharan Africa,Graduate,Farmer,1,34751,118870,6,16.26,Medical,493,1,0,Good,No,0.285,0
101427,41,Male,Southeast Asia,Postgraduate,Self-employed,15,18426,95353,24,25.96,Housing,846,3,2,Average,No,0.431,0
101428,41,Female,Southeast Asia,Primary,Small Business,27,24728,114376,6,21.3,Education,770,0,1,Good,No,0.385,0
101429,25,Male,Latin America,Primary,Salaried,11,20439,5893,12,22.16,Education,799,4,4,Poor,No,0.024,1
101430,32,Male,Latin America,Postgraduate,Salaried,2,42346,127731,24,16.56,Business,461,5,1,Good,Yes,0.251,0
101431,28,Male,Sub-Saharan Africa,Secondary,Farmer,3,49104,148579,6,22.77,Medical,517,3,5,Average,Yes,0.252,0
101432,32,Male,South Asia,Graduate,Small Business,2,38824,46008,36,25.48,Business,451,2,5,Good,No,0.099,1
101433,31,Female,Sub-Saharan Africa,Postgraduate,Farmer,13,26413,48959,18,22.08,Business,558,5,1,Good,No,0.154,0
101434,51,Male,South Asia,Postgraduate,Self-employed,15,29144,114654,36,23.82,Education,307,4,5,Average,No,0.328,1
101435,33,Female,Latin America,Primary,Self-employed,20,49221,125912,12,16.78,Agriculture,396,1,0,Average,Yes,0.213,1
101436,52,Male,South Asia,Postgraduate,Salaried,22,10266,135557,24,27.31,Agriculture,320,3,2,Average,No,1.1,1
101437,35,Male,Latin America,Graduate,Self-employed,0,16087,48863,6,23.67,Business,825,4,1,Poor,No,0.253,1
101438,50,Male,Latin America,Postgraduate,Salaried,27,23950,145334,12,15.6,Housing,538,2,1,Good,No,0.506,0
101439,26,Male,Southeast Asia,Secondary,Farmer,16,18254,49349,24,15.94,Medical,361,5,0,Average,Yes,0.225,0
101440,28,Male,Southeast Asia,Primary,Self-employed,11,30984,120862,12,27.0,Housing,689,0,4,Good,No,0.325,0
101441,35,Female,South Asia,Graduate,Farmer,22,46025,39835,18,19.13,Agriculture,513,0,3,Average,No,0.072,0
101442,51,Female,Southeast Asia,Secondary,Small Business,17,24622,109955,24,17.28,Medical,722,3,4,Good,Yes,0.372,0
101443,34,Female,Latin America,Graduate,Farmer,3,19261,146548,12,19.49,Medical,452,0,5,Poor,No,0.634,1
101444,29,Male,Southeast Asia,Secondary,Self-employed,21,17110,120580,18,18.22,Housing,806,4,3,Average,No,0.587,0
101445,48,Male,Sub-Saharan Africa,Secondary,Farmer,9,11536,88939,12,23.43,Business,834,2,1,Good,No,0.642,1
101446,39,Male,Sub-Saharan Africa,Graduate,Small Business,8,18425,55152,36,17.88,Medical,790,3,2,Average,No,0.249,0
101447,29,Male,South Asia,Secondary,Small Business,6,6027,146962,36,12.91,Housing,537,5,3,Good,No,2.032,1
101448,34,Female,Southeast Asia,Secondary,Salaried,23,30684,44568,24,12.25,Medical,716,4,4,Average,No,0.121,0
101449,55,Male,Latin America,Secondary,Self-employed,27,31873,109349,24,27.84,Medical,356,5,0,Average,No,0.286,0
101450,48,Female,Latin America,Primary,Farmer,29,41095,135958,36,23.1,Business,388,0,0,Good,No,0.276,0
101451,63,Male,Sub-Saharan Africa,Secondary,Salaried,18,6891,109165,36,15.82,Medical,717,0,5,Good,Yes,1.32,0
101452,55,Female,Latin America,Primary,Farmer,27,14016,55246,36,22.7,Business,841,0,4,Poor,No,0.328,0
101453,62,Male,Sub-Saharan Africa,Secondary,Salaried,25,23915,17161,36,26.2,Education,314,5,5,Poor,Yes,0.06,1
101454,41,Female,Latin America,Secondary,Self-employed,8,9951,74486,36,23.67,Education,501,0,1,Good,Yes,0.624,1
101455,23,Male,Latin America,Postgraduate,Salaried,24,17153,134840,18,23.43,Medical,626,0,5,Average,Yes,0.655,0
101456,37,Female,Sub-Saharan Africa,Secondary,Small Business,4,11682,15930,18,22.67,Housing,563,3,5,Average,Yes,0.114,0
101457,21,Female,Latin America,Graduate,Small Business,22,49083,23977,18,24.38,Housing,466,3,1,Average,No,0.041,0
101458,29,Male,Sub-Saharan Africa,Graduate,Self-employed,27,16103,147406,18,19.78,Agriculture,424,5,3,Good,No,0.763,1
101459,51,Male,Sub-Saharan Africa,Postgraduate,Self-employed,27,22073,138459,36,14.78,Agriculture,680,4,5,Good,Yes,0.523,0
101460,54,Male,South Asia,Graduate,Salaried,23,10366,149704,6,16.26,Agriculture,515,0,0,Good,Yes,1.203,0
101461,47,Male,Sub-Saharan Africa,Primary,Self-employed,25,14264,91466,6,22.58,Housing,449,2,3,Average,Yes,0.534,1
101462,51,Male,Sub-Saharan Africa,Postgraduate,Salaried,7,22438,85827,36,14.84,Medical,558,5,0,Good,Yes,0.319,0
101463,56,Male,Sub-Saharan Africa,Secondary,Salaried,5,46293,12402,12,15.56,Housing,672,4,1,Poor,No,0.022,0
101464,54,Male,South Asia,Graduate,Farmer,2,15928,42109,24,24.69,Medical,447,3,3,Poor,No,0.22,1
101465,36,Female,South Asia,Secondary,Salaried,16,10380,8573,36,20.37,Business,527,3,3,Average,Yes,0.069,0
101466,63,Male,Southeast Asia,Secondary,Farmer,15,39699,93953,12,12.75,Housing,457,2,3,Poor,Yes,0.197,1
101467,43,Male,South Asia,Secondary,Small Business,16,35426,117987,12,20.92,Housing,545,3,3,Average,Yes,0.278,0
101468,42,Male,Latin America,Secondary,Small Business,29,23586,140719,6,16.53,Agriculture,455,3,3,Good,No,0.497,0
101469,24,Male,Sub-Saharan Africa,Primary,Small Business,10,9810,146514,18,17.01,Housing,495,5,0,Average,No,1.245,1
101470,23,Female,Sub-Saharan Africa,Graduate,Salaried,18,18626,97339,24,14.71,Education,525,1,1,Poor,Yes,0.435,0
101471,35,Male,Southeast Asia,Primary,Farmer,1,22720,138313,36,14.89,Agriculture,547,0,5,Average,Yes,0.507,0
101472,53,Male,South Asia,Secondary,Small Business,28,8069,8192,12,20.32,Business,443,0,0,Good,No,0.085,0
101473,28,Female,Latin America,Postgraduate,Small Business,14,46449,21054,24,19.74,Business,734,2,0,Good,Yes,0.038,0
101474,34,Male,Latin America,Graduate,Farmer,17,48126,135534,24,19.91,Business,406,2,3,Poor,No,0.235,1
101475,56,Female,Sub-Saharan Africa,Postgraduate,Salaried,18,18001,73708,24,15.75,Housing,833,4,2,Good,No,0.341,0
101476,58,Male,Sub-Saharan Africa,Graduate,Farmer,6,28878,131831,36,21.6,Education,557,2,3,Average,Yes,0.38,1
101477,34,Female,Latin America,Graduate,Self-employed,25,28090,136320,6,23.38,Agriculture,771,1,5,Poor,No,0.404,1
101478,56,Female,Latin America,Postgraduate,Small Business,22,11833,14788,6,27.06,Agriculture,377,0,3,Good,Yes,0.104,0
101479,48,Male,Southeast Asia,Secondary,Small Business,2,38835,129712,12,26.65,Agriculture,711,2,4,Good,Yes,0.278,0
101480,51,Female,Southeast Asia,Primary,Farmer,2,43856,56147,36,26.04,Education,623,3,4,Good,No,0.107,1
101481,63,Male,South Asia,Graduate,Farmer,13,25163,12093,12,15.04,Agriculture,390,0,0,Average,No,0.04,0
101482,21,Female,Sub-Saharan Africa,Postgraduate,Salaried,20,18529,134653,36,26.05,Housing,589,2,2,Poor,Yes,0.606,1
101483,51,Female,South Asia,Secondary,Self-employed,28,45020,95155,24,16.56,Business,816,2,1,Good,No,0.176,0
101484,50,Male,South Asia,Secondary,Self-employed,0,46263,45864,24,16.69,Education,613,4,1,Average,No,0.083,0
101485,32,Female,Southeast Asia,Secondary,Farmer,22,18383,132901,6,18.27,Medical,658,4,4,Average,Yes,0.602,0
101486,34,Male,Latin America,Secondary,Small Business,3,8561,43611,6,12.08,Education,696,2,2,Average,Yes,0.425,0
101487,57,Female,Latin America,Secondary,Salaried,8,24083,125585,36,22.89,Education,493,1,4,Average,No,0.435,0
101488,26,Female,South Asia,Graduate,Salaried,22,20616,67667,24,19.96,Education,809,0,2,Poor,No,0.274,1
101489,50,Female,South Asia,Primary,Self-employed,26,38703,96263,12,21.33,Medical,734,0,3,Good,Yes,0.207,0
101490,37,Male,Southeast Asia,Graduate,Farmer,20,36629,92830,18,23.98,Housing,770,4,3,Good,No,0.211,0
101491,33,Female,Sub-Saharan Africa,Primary,Salaried,1,42312,98059,12,25.76,Education,649,1,1,Good,Yes,0.193,0
101492,58,Female,Latin America,Postgraduate,Self-employed,14,16258,98660,24,12.48,Education,775,1,3,Good,No,0.506,0
101493,36,Male,Southeast Asia,Primary,Salaried,6,24578,129397,18,26.06,Housing,403,1,5,Average,No,0.439,0
101494,48,Male,Southeast Asia,Graduate,Small Business,12,34181,62590,6,23.77,Agriculture,405,0,1,Average,Yes,0.153,0
101495,32,Female,Sub-Saharan Africa,Primary,Salaried,29,26921,34707,36,23.69,Housing,515,4,1,Good,Yes,0.107,0
101496,56,Female,Sub-Saharan Africa,Postgraduate,Small Business,21,33234,66203,6,12.77,Education,459,0,1,Average,Yes,0.166,0
101497,36,Male,Sub-Saharan Africa,Secondary,Small Business,9,14914,43589,18,12.73,Agriculture,429,0,4,Good,No,0.244,0
101498,32,Male,Southeast Asia,Postgraduate,Self-employed,12,17776,100215,18,13.95,Business,441,2,2,Poor,No,0.47,1
101499,21,Male,Latin America,Primary,Farmer,5,25277,121321,6,26.98,Business,648,1,5,Good,Yes,0.4,1
101500,39,Female,Sub-Saharan Africa,Postgraduate,Salaried,22,33572,143711,12,20.55,Housing,626,2,1,Average,No,0.357,0
101501,26,Female,Latin America,Postgraduate,Small Business,26,49854,103767,18,14.27,Business,358,5,0,Good,Yes,0.173,1
101502,26,Female,South Asia,Secondary,Salaried,10,35070,46506,36,12.07,Housing,346,4,5,Good,Yes,0.111,1
101503,38,Male,Sub-Saharan Africa,Graduate,Farmer,3,6373,138406,18,16.09,Housing,712,0,5,Good,Yes,1.81,0
101504,48,Male,Sub-Saharan Africa,Postgraduate,Farmer,27,12102,106943,24,26.73,Agriculture,690,4,0,Average,No,0.736,0
101505,32,Male,Latin America,Primary,Salaried,2,26925,65742,12,24.34,Agriculture,317,2,5,Good,Yes,0.203,0
101506,51,Male,Sub-Saharan Africa,Postgraduate,Self-employed,17,28050,73204,24,19.51,Agriculture,841,0,4,Good,No,0.217,0
101507,47,Male,Latin America,Graduate,Self-employed,8,34736,128807,36,20.66,Education,737,2,3,Good,Yes,0.309,0
101508,28,Male,Latin America,Postgraduate,Self-employed,20,9951,51358,18,22.83,Housing,590,5,0,Poor,No,0.43,0
101509,31,Male,Southeast Asia,Graduate,Farmer,28,20214,143840,12,18.11,Housing,330,5,4,Good,No,0.593,1
101510,27,Male,Southeast Asia,Graduate,Farmer,1,41377,59136,12,17.27,Education,660,3,0,Average,No,0.119,1
101511,42,Female,South Asia,Secondary,Small Business,15,12895,119284,36,20.02,Agriculture,585,0,0,Average,Yes,0.771,0
101512,40,Female,Sub-Saharan Africa,Postgraduate,Self-employed,5,36985,12391,6,13.86,Education,592,3,4,Poor,Yes,0.028,0
101513,39,Female,Latin America,Postgraduate,Salaried,29,12135,47274,24,13.0,Housing,348,2,2,Good,Yes,0.325,0
101514,22,Male,Latin America,Secondary,Farmer,28,40806,117421,6,17.18,Education,413,4,3,Good,No,0.24,0
101515,47,Female,Latin America,Graduate,Self-employed,27,25755,66432,12,20.75,Agriculture,425,2,2,Good,No,0.215,1
101516,45,Female,Southeast Asia,Graduate,Salaried,27,20805,125776,18,19.05,Housing,685,4,3,Average,No,0.504,0
101517,31,Female,Latin America,Primary,Salaried,4,34095,73784,6,24.98,Business,672,0,0,Poor,No,0.18,0
101518,29,Female,Sub-Saharan Africa,Primary,Small Business,0,36155,103388,6,20.2,Agriculture,532,0,4,Average,Yes,0.238,0
101519,46,Female,Latin America,Secondary,Salaried,4,7611,14854,18,23.84,Housing,498,2,4,Average,No,0.163,0
101520,51,Female,Southeast Asia,Primary,Small Business,6,24623,106809,6,20.29,Agriculture,652,0,0,Average,Yes,0.361,0
101521,61,Male,Southeast Asia,Postgraduate,Self-employed,15,38740,75893,24,22.61,Medical,397,4,0,Good,No,0.163,0
101522,31,Male,Latin America,Primary,Salaried,26,16940,49009,12,23.29,Education,842,2,3,Good,Yes,0.241,1
101523,32,Male,South Asia,Primary,Small Business,27,8081,91706,12,12.57,Medical,805,3,2,Good,Yes,0.946,1
101524,63,Female,Southeast Asia,Secondary,Small Business,8,17253,71677,12,21.29,Business,500,5,5,Average,No,0.346,0
101525,30,Female,Sub-Saharan Africa,Secondary,Salaried,18,12019,108051,36,12.72,Education,386,4,3,Poor,Yes,0.749,1
101526,46,Male,South Asia,Postgraduate,Salaried,21,9438,20576,24,13.76,Housing,355,5,4,Good,No,0.182,0
101527,29,Female,Latin America,Postgraduate,Salaried,13,6546,6144,18,19.84,Education,677,2,1,Poor,No,0.078,1
101528,38,Male,Southeast Asia,Secondary,Farmer,3,26676,111861,6,22.18,Agriculture,777,3,1,Poor,No,0.349,0
101529,45,Female,South Asia,Primary,Self-employed,6,36654,142542,18,27.22,Housing,561,1,1,Poor,Yes,0.324,0
101530,38,Male,Southeast Asia,Secondary,Small Business,2,39093,65438,6,24.11,Housing,603,0,5,Good,No,0.139,0
101531,63,Male,Latin America,Postgraduate,Self-employed,13,18153,125232,36,22.82,Medical,523,0,4,Good,Yes,0.575,1
101532,64,Male,South Asia,Postgraduate,Small Business,4,8529,132142,18,26.29,Education,496,3,3,Good,Yes,1.291,1
101533,34,Female,Southeast Asia,Postgraduate,Farmer,27,43868,105651,6,25.98,Housing,541,1,3,Good,No,0.201,0
101534,47,Female,Sub-Saharan Africa,Graduate,Self-employed,22,42560,72767,6,21.88,Business,387,0,5,Average,Yes,0.142,0
101535,42,Female,Southeast Asia,Primary,Farmer,19,34784,62507,36,14.17,Housing,784,0,3,Good,Yes,0.15,0
101536,56,Female,South Asia,Primary,Farmer,7,15405,40984,12,22.28,Business,575,4,5,Poor,No,0.222,0
101537,37,Male,Sub-Saharan Africa,Graduate,Self-employed,26,22288,119251,24,20.93,Medical,572,2,2,Good,Yes,0.446,0
101538,32,Male,Latin America,Postgraduate,Salaried,16,14157,109764,12,17.13,Education,443,0,1,Good,No,0.646,1
101539,34,Female,Latin America,Secondary,Salaried,5,47399,44652,6,12.37,Medical,519,2,5,Average,No,0.079,0
101540,26,Male,Southeast Asia,Graduate,Small Business,28,32027,140849,36,20.39,Business,661,1,0,Good,Yes,0.366,1
101541,30,Female,Latin America,Graduate,Small Business,2,8613,132469,36,18.96,Housing,783,4,5,Good,No,1.282,0
101542,63,Male,Latin America,Graduate,Self-employed,23,8597,136895,24,12.19,Business,373,1,3,Good,No,1.327,1
101543,34,Male,Latin America,Graduate,Small Business,2,32998,58585,18,20.05,Business,727,2,1,Good,No,0.148,1
101544,42,Male,Latin America,Postgraduate,Small Business,2,7906,40667,6,17.24,Agriculture,673,2,2,Good,No,0.429,0
101545,23,Female,Latin America,Postgraduate,Farmer,19,6437,135250,6,14.54,Medical,584,4,0,Good,No,1.751,0
101546,28,Female,South Asia,Postgraduate,Salaried,9,30818,12512,18,12.51,Agriculture,386,2,1,Average,No,0.034,1
101547,58,Male,Sub-Saharan Africa,Postgraduate,Salaried,11,20384,8244,6,17.99,Housing,360,4,1,Poor,Yes,0.034,1
101548,56,Male,South Asia,Graduate,Farmer,4,37897,113752,12,13.86,Education,630,1,5,Good,Yes,0.25,0
101549,25,Male,Sub-Saharan Africa,Primary,Salaried,1,34448,132894,12,24.98,Business,309,1,5,Average,No,0.321,0
101550,54,Male,Southeast Asia,Graduate,Self-employed,23,33500,144550,6,24.61,Medical,409,3,3,Average,Yes,0.36,0
101551,21,Male,South Asia,Postgraduate,Small Business,22,47548,95111,18,20.4,Education,528,1,3,Poor,No,0.167,0
101552,25,Female,Latin America,Graduate,Farmer,7,17221,40530,18,16.97,Agriculture,608,3,3,Poor,Yes,0.196,0
101553,33,Female,Latin America,Primary,Salaried,29,29250,96816,12,16.36,Agriculture,452,0,5,Good,No,0.276,1
101554,46,Female,Southeast Asia,Postgraduate,Small Business,12,17393,114567,24,13.32,Housing,583,4,5,Poor,No,0.549,1
101555,62,Female,Latin America,Postgraduate,Farmer,7,44484,72038,6,17.53,Housing,606,2,1,Good,Yes,0.135,0
101556,54,Male,Latin America,Graduate,Farmer,9,8261,116602,18,26.84,Agriculture,527,4,4,Good,Yes,1.176,0
101557,63,Female,Latin America,Postgraduate,Farmer,2,28963,115170,24,27.81,Education,570,5,2,Average,Yes,0.331,0
101558,51,Male,South Asia,Graduate,Farmer,3,17742,94452,6,12.98,Education,668,3,3,Good,Yes,0.444,1
101559,58,Female,South Asia,Primary,Salaried,24,12638,125923,12,14.96,Medical,813,4,2,Good,Yes,0.83,0
101560,42,Male,Sub-Saharan Africa,Primary,Small Business,9,9950,119981,36,19.0,Business,484,4,1,Average,Yes,1.005,1
101561,48,Female,Sub-Saharan Africa,Secondary,Small Business,28,38462,18887,24,25.02,Housing,699,1,2,Poor,No,0.041,0
101562,30,Female,Southeast Asia,Graduate,Farmer,3,10791,8556,24,20.03,Housing,455,5,0,Good,No,0.066,0
101563,40,Female,Sub-Saharan Africa,Secondary,Self-employed,15,15074,143575,12,12.56,Business,590,0,4,Poor,No,0.794,1
101564,32,Female,South Asia,Graduate,Self-employed,17,19111,124339,24,20.25,Medical,372,3,3,Good,No,0.542,1
101565,38,Male,South Asia,Postgraduate,Self-employed,15,11255,122311,12,21.03,Education,810,5,0,Average,Yes,0.906,1
101566,57,Female,Latin America,Secondary,Salaried,26,26391,34179,24,20.47,Education,809,5,2,Average,No,0.108,1
101567,57,Male,Sub-Saharan Africa,Secondary,Small Business,5,10482,74295,36,26.21,Education,458,0,5,Good,No,0.591,1
101568,29,Male,Southeast Asia,Postgraduate,Salaried,24,15574,12127,18,18.53,Housing,560,2,1,Good,No,0.065,0
101569,47,Female,Southeast Asia,Postgraduate,Self-employed,25,8647,33525,36,13.77,Education,549,0,0,Poor,No,0.323,1
101570,64,Female,Latin America,Postgraduate,Salaried,28,14723,133873,12,20.06,Housing,470,1,2,Good,No,0.758,1
101571,64,Male,Southeast Asia,Postgraduate,Self-employed,16,24794,68521,6,15.59,Business,479,3,4,Good,Yes,0.23,0
